pp_size,load_multiplier,arm,label,requests,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_communication_ms,mean_network_residual_ms,mean_router_wait_ms,mean_queue_ms,mean_prefill_ms,redirects,prewarm_hits,prewarm_wasted,energy_wh,cost_yen,utilization_pct,energy_mwh_per_request,ttft_vs_other_pp_pct,cost_vs_other_pp_pct
1,4,kg_baseline,Tokyo + Kagoshima,300,891.2046316000001,617.875852,2713.10693665,3095.077248299999,55.88338415329783,6.424923756666675,327.14884268,208.96408679666666,348.6667783666667,76,0,0,42.17582770883329,0.7907626415421972,64.80491043190955,140.58609236277763,67.97732990717427,-11.805235103174583
1,4,kg_proposed,Tokyo + Kagoshima + prewarm,300,897.63856125,622.36415,2598.8388392000006,3177.9080160699996,53.19198640585404,6.249582033333326,327.76158233,211.80694077333334,351.82045611333336,74,1,38,42.480315034611124,0.7889290565216811,64.54799806865195,141.6010501153704,69.53389243121093,-11.963172456931904
1,5,all_tokyo_baseline,All Tokyo,300,1227.9682935266667,801.0774905000001,3899.1037861500004,4409.474768729999,62.31800342285208,2.173447836666664,574.3185703533333,286.5297776933333,364.9464976433333,93,0,0,41.873390633611095,0.9630879845730479,64.33494960407857,139.57796877870365,72.55607375536653,-9.30293593104895
1,5,kg_baseline,Tokyo + Kagoshima,300,1236.4285709766666,808.830114,3969.5122949,4531.4023656499985,65.14078572112426,6.586063966666663,578.0138686666667,284.94661479333337,366.88202355,90,0,0,41.837467046388866,0.7750499446793256,64.0408732140112,139.4582234879629,72.47885403592451,-10.198192107391579
1,5,kg_proposed,Tokyo + Kagoshima + prewarm,300,1235.0387043933333,813.758149,3821.5120525,4425.627356449999,63.60087028278897,6.349926363333325,578.7206581466667,283.9894810266667,365.97863885666663,92,4,34,41.619961517777796,0.7719683617861448,65.70838083950042,138.73320505925932,72.28497094297173,-10.555242278000998
1,6,all_tokyo_baseline,All Tokyo,300,1557.62388299,1066.6245720000002,4623.1521542,5309.350514419998,59.17249418602761,2.6903745733333344,764.19743058,393.6997689266667,397.03630891,88,0,0,41.655609571388894,0.9580790201419382,65.65133568043262,138.85203190462965,59.39485110188474,-8.499157069645912
1,6,kg_baseline,Tokyo + Kagoshima,300,1560.1981174733332,1076.8801065,4622.64259805,5347.24014183,63.65188374936094,6.9038934033333375,764.6339147433333,392.57372663999996,396.0865826866667,88,0,0,41.48347522205556,0.7693346926900977,65.31804321413088,138.2782507401852,58.81076736537989,-9.673108298423461
1,6,kg_proposed,Tokyo + Kagoshima + prewarm,300,1562.5040914899998,1076.8801065,4567.7555013500005,5692.53100054,62.18657750293096,7.247226446666664,760.0098560366667,397.89103097,397.35597803666667,88,2,39,41.518941068000025,0.7756626542506113,65.72041873251446,138.39647022666674,59.04548980159494,-8.930148044584364
1,7,all_tokyo_baseline,All Tokyo,300,1852.244317383333,1321.534662,5396.04961475,5892.6658905799995,64.76935794505324,5.187488809999992,944.7847051833334,494.53469568666674,407.73742770333337,96,0,0,40.64251551116668,0.9347778567568265,63.09662535929883,135.4750517038889,44.11598266752854,-10.26252266707488
1,7,kg_baseline,Tokyo + Kagoshima,300,1856.9233584199997,1328.3262155,5373.833960050001,5920.7526646100005,68.02377211401972,10.150743413333322,946.5847480066668,494.32206217333334,405.8658048266667,94,0,0,40.69080563894448,0.7614707766488307,62.97315707164743,135.6360187964816,43.89266670055467,-10.118498907236194
1,7,kg_proposed,Tokyo + Kagoshima + prewarm,300,1857.6889106033332,1330.3991805,5404.64486245,5967.43397349,65.88556000167257,10.126388000000022,947.2172677933331,493.0571594633334,407.2880953466667,94,3,41,40.70188741627776,0.761346182827831,63.18846878215683,135.67295805425923,43.98335608938542,-10.068756788899158
1,8,all_tokyo_baseline,All Tokyo,300,2076.2801183966662,1534.744658,5671.96478555,6437.160564219997,65.14463328793688,7.60103403000001,1068.0082799699999,583.6140788633334,417.05672553333335,97,0,0,40.59612120249996,0.9337107876574934,61.8218477470731,135.32040400833318,35.90165958248659,-10.08692181459152
1,8,kg_baseline,Tokyo + Kagoshima,300,2081.264263283333,1541.7139825,5830.887814550001,6497.445400539998,69.53502993113608,12.17343496666666,1071.9024685966667,582.6251739800001,414.56318574,98,0,0,40.48436662005554,0.7566850387346753,61.951914792095266,134.94788873351845,35.661950347439266,-10.378702197926248
1,8,kg_proposed,Tokyo + Kagoshima + prewarm,300,2086.6390428333334,1548.701243,5732.074641650001,6608.4180686599975,65.73370935580276,12.409667053333347,1071.07226646,582.25207239,420.90503693,96,4,38,41.106103690944416,0.7746918966932748,65.70280011780467,137.02034563648138,36.03835365768564,-8.177263796995593
1,9,all_tokyo_baseline,All Tokyo,300,2250.8665967700003,1722.4130475,6141.121132450001,6882.5772641799995,61.440719215786984,6.4666393300000085,1160.3949063166665,662.1306649966667,421.87438612666665,92,0,0,40.7843884047222,0.9380409333086045,65.22148961133155,135.947961349074,30.796401144145015,-9.638469213792378
1,9,kg_baseline,Tokyo + Kagoshima,300,2247.502242356667,1722.424599,5941.3743295,6946.219801319999,66.22525649095464,11.414867846666676,1154.8381588133334,661.8280668699999,419.42114882666664,92,0,0,41.141291879555524,0.772971488094967,65.80362888286083,137.1376395985184,30.19541549368605,-8.380071906082708
1,9,kg_proposed,Tokyo + Kagoshima + prewarm,300,2262.2583030833334,1730.527931,6292.0563716999995,6887.266495259998,66.91570995881656,10.85070466333334,1163.28231937,663.9890488366666,424.1362302133333,95,2,36,40.96021543911108,0.7587466405423345,65.3248944228965,136.5340514637036,31.089345607463457,-9.988740184182799
1,10,all_tokyo_baseline,All Tokyo,300,2393.2125503633333,1849.6479255,6540.548387500001,7395.194469459999,67.90922746242998,7.111162519999983,1233.66490413,732.7808673733333,419.65561634,101,0,0,40.93694112750005,0.9415496459324934,66.40175522203299,136.45647042500016,25.06737853999286,-9.378319325555074
1,10,kg_baseline,Tokyo + Kagoshima,300,2401.69425871,1852.305786,6421.04846435,7212.179362489996,69.69503827079684,12.343587426666668,1240.9255117933333,726.7078948933333,421.7172645966666,97,0,0,40.717376603111155,0.7588438196786056,66.82744866156685,135.7245886770372,25.16722570215395,-10.167494542474687
1,10,kg_proposed,Tokyo + Kagoshima + prewarm,300,2394.9467685566665,1856.4845525,6453.2246875,7143.292599580001,65.72243958024063,12.74280741666664,1234.7998272333332,724.5834162766666,422.82071763,96,5,30,41.13452951566669,0.7649948494167838,67.38275417202242,137.11509838555563,24.849097438316402,-9.361238608348044
2,1,all_tokyo_baseline,All Tokyo,300,264.5965091933333,225.5758295,488.99656035,578.2135126999999,1.2847278733333334,1.2847278733333332,0.0,19.908637646666666,243.40314367333335,0,0,0,70.13386529344446,1.6130789017492158,91.2217053415961,233.7795509781482,-5.389427690918314,12.21659024368349
2,1,kg_baseline,Tokyo + Kagoshima,300,269.68125929,228.9966225,491.76286610000005,578.6682568800001,6.533942853333333,6.533942853333334,0.0,19.744553773333337,243.40276266333336,0,0,0,70.15131703738888,1.3346109400864914,91.24751222174716,233.8377234579629,-5.3511126028382705,13.678885264272722
2,1,kg_proposed,Tokyo + Kagoshima + prewarm,300,269.68125929,228.9966225,491.76286610000005,578.6682568800001,6.533942853333333,6.533942853333334,0.0,19.744553773333337,243.40276266333336,0,0,0,70.15131703738888,1.3346109400864914,91.24751222174716,233.8377234579629,-5.402112716899277,13.677683170151056
2,2,all_tokyo_baseline,All Tokyo,300,330.3806373433333,293.16017450000004,629.769376,808.5585163399993,1.2847278733333334,1.284727873333333,0.0,41.8496057,287.24630377,0,0,0,54.93072443505557,1.2634066620062754,79.13094501274186,183.10241478351855,1.1556187970728438,15.702283471159806
2,2,kg_baseline,Tokyo + Kagoshima,300,337.5000034466667,295.047972,638.1992376000001,803.0434810399994,6.533942853333333,6.5339428533333335,0.0,42.908720503333335,288.05734008999997,0,0,0,54.95464889744446,1.033581368032128,79.13026161414504,183.18216299148153,1.700726113452311,16.663412145726753
2,2,kg_proposed,Tokyo + Kagoshima + prewarm,300,337.5000034466667,295.047972,638.1992376000001,803.0434810399994,6.533942853333333,6.5339428533333335,0.0,42.908720503333335,288.05734008999997,0,0,0,54.95464889744446,1.033581368032128,79.13026161414504,183.18216299148153,1.3280723317545373,16.639396562408226
2,3,all_tokyo_baseline,All Tokyo,300,402.7541037033333,346.8058225,737.89854255,918.0114582299996,1.2847278733333334,1.2847278733333305,0.0,62.85759368333333,338.61178214666666,0,0,0,50.116424634722236,1.1526777665986099,75.13233055917505,167.05474878240744,-19.477080156345274,15.374477528635587
2,3,kg_baseline,Tokyo + Kagoshima,300,407.83797036000004,351.0010805,740.0357046,927.3464250499997,6.533942853333333,6.533942853333333,0.0,62.69224536,338.61178214666666,0,0,0,50.11731035555556,0.9388673818418326,75.12302282046136,167.05770118518518,-19.024661136546083,16.08104091819882
2,3,kg_proposed,Tokyo + Kagoshima + prewarm,300,407.83797036000004,351.0010805,740.0357046,927.3464250499997,6.533942853333333,6.533942853333333,0.0,62.69224536,338.61178214666666,0,0,2,50.11731035555556,0.9388673818418326,75.12302282046136,167.05770118518518,-19.360773936751553,16.04893507509495
2,4,all_tokyo_baseline,All Tokyo,300,525.2977031433334,503.6064395,1017.8065790000002,1220.2723965199998,1.2847278733333334,1.284727873333328,0.0,120.31903147666667,403.69394379333335,0,0,0,47.964502318000015,1.1031835533139989,72.25014921326346,159.88167439333338,-40.66337231551114,14.061410782948446
2,4,kg_baseline,Tokyo + Kagoshima,300,530.5505404166666,513.814624,1028.2935139,1230.65168927,6.533942853333333,6.533942853333332,0.0,120.32265376999999,403.69394379333335,0,0,0,47.96535664188889,0.896609501105049,72.24121025564425,159.88452213962964,-40.468157188079566,13.385414788491046
2,4,kg_proposed,Tokyo + Kagoshima + prewarm,300,529.4744008866667,513.814624,1017.0171345500003,1219.7971183999996,6.533942853333333,6.533942853333333,0.0,120.32265376999999,402.6178042633333,0,0,2,47.93657759633333,0.8961352635472157,72.33825906606778,159.78859198777775,-41.01474426974806,13.588827301937311
2,5,all_tokyo_baseline,All Tokyo,300,711.63434981,697.6759115,1253.5984536,1462.4512259399999,1.2847278733333334,1.2847278733333363,0.0,239.09312537666673,471.25649656,0,0,0,46.16840805538887,1.0618733852739435,71.6642857453463,153.8946935179629,-42.04782374582165,10.257152231495104
2,5,kg_baseline,Tokyo + Kagoshima,300,716.8580623333332,705.5181365,1255.4457462500002,1473.0143712699999,6.533942853333333,6.533942853333331,0.0,239.06762292,471.25649656,0,0,0,46.16911458833336,0.8630671952687046,71.65481231733392,153.89704862777788,-42.02187824185587,11.356332736182019
2,5,kg_proposed,Tokyo + Kagoshima + prewarm,300,716.8580623333332,705.5181365,1255.4457462500002,1473.0143712699999,6.533942853333333,6.533942853333331,0.0,239.06762292,471.25649656,0,0,2,46.16911458833336,0.8630671952687046,71.65481231733392,153.89704862777788,-41.95663182187776,11.800850655560469
2,6,all_tokyo_baseline,All Tokyo,300,977.2109150466669,990.6209879999999,1640.7963652500002,1920.8032937499997,1.2847278733333334,1.284727873333332,0.0,469.7593043733333,506.1668828,0,0,0,45.52483697127779,1.0470712503393882,71.53949618461981,151.749456570926,-37.26271626171898,9.288610681013122
2,6,kg_baseline,Tokyo + Kagoshima,300,982.4259043366666,996.034862,1650.00294645,1931.1916084599998,6.533942853333333,6.5339428533333335,0.0,469.7250786833333,506.1668828,0,0,0,45.52567337761113,0.8517227574174014,71.5301996106619,151.7522445920371,-37.03197732813197,10.709001623106463
2,6,kg_proposed,Tokyo + Kagoshima + prewarm,300,982.4259043366666,996.034862,1650.00294645,1931.1916084599998,6.533942853333333,6.5339428533333335,0.0,469.7250786833333,506.1668828,0,0,2,45.52567337761113,0.8517227574174014,71.5301996106619,151.7522445920371,-37.12490676425507,9.805822511884866
2,7,all_tokyo_baseline,All Tokyo,300,1285.24559393,1307.8703435,2254.5980069,2533.21811795,1.2847278733333334,1.2847278733333307,0.0,770.13733602,513.8235300366667,0,0,0,45.29045914716666,1.0416805603848325,71.57182258163827,150.9681971572222,-30.611443540792315,11.43616131418652
2,7,kg_baseline,Tokyo + Kagoshima,300,1290.4920042133333,1307.870699,2255.1223365,2533.21729712,6.533942853333333,6.533942853333327,0.0,770.1345313233334,513.8235300366667,0,0,0,45.29131750677776,0.8471941026696262,71.56254057643243,150.97105835592586,-30.503755130132337,11.257598932168712
2,7,kg_proposed,Tokyo + Kagoshima + prewarm,300,1290.2108695466668,1307.870699,2255.1223365,2533.21729712,6.533942853333333,6.533942853333327,0.0,770.1345313233334,513.54239537,0,0,2,45.25447345788888,0.8465869653782933,71.69155172824749,150.84824485962957,-30.547528050450758,11.19606093431198
2,8,all_tokyo_baseline,All Tokyo,300,1527.7812830066666,1573.976197,2712.807675600001,3043.3480319799996,1.2847278733333334,1.284727873333336,0.0,1004.8592639200001,521.6372912133332,0,0,0,45.15040750666668,1.0384593726533327,71.58472177085126,150.50135835555562,-26.417381283483,11.218525734144503
2,8,kg_baseline,Tokyo + Kagoshima,300,1534.1547559599999,1579.3590055,2714.3814464000016,3043.3477811699995,6.533942853333333,6.533942853333333,0.0,1005.9666172433334,521.6541958633333,0,0,0,45.15327196566668,0.844313859865982,71.57128382909062,150.51090655222228,-26.287363742085855,11.580620290555643
2,8,kg_proposed,Tokyo + Kagoshima + prewarm,300,1533.8608463933335,1579.3590055,2709.9554215000007,3043.3477811699995,6.533942853333333,6.533942853333331,0.0,1005.9666172433334,521.3602862966666,0,0,2,45.11492759355555,0.8436819993912653,71.70600830904195,150.3830919785185,-26.491318579442115,8.905489136064372
2,9,all_tokyo_baseline,All Tokyo,300,1720.8933709799999,1771.6928214999998,3125.550454,3473.138210549999,1.2847278733333334,1.2847278733333394,0.0,1196.1585088833335,523.4501342233333,0,0,0,45.13468070966666,1.0380976563223328,71.35630089978991,150.44893569888887,-23.545297022511836,10.666562562554049
2,9,kg_baseline,Tokyo + Kagoshima,300,1726.252981976667,1777.1919465,3136.11344135,3473.161819599999,6.533942853333333,6.533942853333323,0.0,1196.26913775,523.4499013733333,0,0,0,45.13549741894443,0.8436717908167459,71.34678006669084,150.4516580631481,-23.192379992174462,9.14656023031637
2,9,kg_proposed,Tokyo + Kagoshima + prewarm,300,1725.7377345200002,1777.1919465,3058.147890000001,3473.161819599999,6.533942853333333,6.533942853333321,0.0,1196.26913775,522.9346539166667,0,0,2,45.09147490000002,0.842946362593854,71.50052650530633,150.3049163333334,-23.716149823920873,11.097211842853817
2,10,all_tokyo_baseline,All Tokyo,300,1913.5385887999998,1980.4239415000002,3452.07575635,3791.350803249999,1.2847278733333334,1.2847278733333392,0.0,1385.8176711400001,526.4361897866667,0,0,0,45.17345167605556,1.0389893885492767,71.47125320411399,150.57817225351852,-20.04309903399555,10.348869338725187
2,10,kg_baseline,Tokyo + Kagoshima,300,1918.7884410133333,1985.079746,3462.11036655,3791.350243429999,6.533942853333333,6.533942853333329,0.0,1385.8183083733334,526.4361897866667,0,0,0,45.17447053755554,0.8447318883223209,71.4620880877613,150.58156845851846,-20.106881462757276,11.318280048731456
2,10,kg_proposed,Tokyo + Kagoshima + prewarm,300,1918.2731935566665,1985.079746,3368.5009424000013,3791.350243429999,6.533942853333333,6.533942853333329,0.0,1385.8183083733334,525.9209423299999,0,0,2,45.13030393138887,0.844004085747846,71.61674370389092,150.43434643796292,-19.903305629096344,10.328074285898436
