pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=4,sr>70%,kvB<=16k,kp<=1k,0.6487,2
16,n<=4,sr>70%,kvB<=16k,kp<=2k,0.1065,2
16,n<=4,sr>70%,kvB<=16k,kp<=4k,-0.0906,2
16,n<=4,sr>70%,kvB<=16k,kp<=512,0.7802,2
16,n<=4,sr>70%,kvB<=16k,kp<=8k,-0.8459,2
16,n<=4,sr>70%,kvB<=16k,kp=0,0.7563,2
16,n<=4,sr>70%,kvB<=1k,kp<=1k,-0.1101,2
16,n<=4,sr>70%,kvB<=1k,kp<=2k,-2.5946,2
16,n<=4,sr>70%,kvB<=1k,kp<=4k,-0.0059,2
16,n<=4,sr>70%,kvB<=1k,kp<=512,0.1246,2
16,n<=4,sr>70%,kvB<=1k,kp<=8k,0.598,2
16,n<=4,sr>70%,kvB<=1k,kp=0,1.025,1
16,n<=4,sr>70%,kvB<=4k,kp<=1k,-0.1262,2
16,n<=4,sr>70%,kvB<=4k,kp<=2k,-0.0217,2
16,n<=4,sr>70%,kvB<=4k,kp<=4k,0.3625,2
16,n<=4,sr>70%,kvB<=4k,kp<=512,-0.049,2
16,n<=4,sr>70%,kvB<=4k,kp<=8k,-1.5923,2
16,n<=4,sr>70%,kvB<=4k,kp=0,1.4491,2
16,n<=64,sr<=15%,kvB<=16k,kp<=1k,0.0025,4
16,n<=64,sr<=15%,kvB<=16k,kp<=2k,0.002,4
16,n<=64,sr<=15%,kvB<=16k,kp<=4k,0.0038,4
16,n<=64,sr<=15%,kvB<=16k,kp<=512,0.0029,4
16,n<=64,sr<=15%,kvB<=16k,kp<=8k,0.011,4
16,n<=64,sr<=15%,kvB<=16k,kp=0,0.0036,4
16,n<=64,sr<=15%,kvB<=1k,kp<=1k,0.081,4
16,n<=64,sr<=15%,kvB<=1k,kp<=2k,0.11,4
16,n<=64,sr<=15%,kvB<=1k,kp<=4k,0.0793,4
16,n<=64,sr<=15%,kvB<=1k,kp<=512,0.075,4
16,n<=64,sr<=15%,kvB<=1k,kp<=8k,-0.0138,4
16,n<=64,sr<=15%,kvB<=1k,kp=0,0.1636,4
16,n<=64,sr<=15%,kvB<=4k,kp<=1k,0.0049,4
16,n<=64,sr<=15%,kvB<=4k,kp<=2k,0.0099,4
16,n<=64,sr<=15%,kvB<=4k,kp<=4k,0.0117,4
16,n<=64,sr<=15%,kvB<=4k,kp<=512,0.0051,4
16,n<=64,sr<=15%,kvB<=4k,kp<=8k,0.0062,4
16,n<=64,sr<=15%,kvB<=4k,kp=0,0.0038,4
16,n<=64,sr<=40%,kvB<=16k,kp<=1k,-0.0047,2
16,n<=64,sr<=40%,kvB<=16k,kp<=2k,-0.001,2
16,n<=64,sr<=40%,kvB<=16k,kp<=4k,0.0036,2
16,n<=64,sr<=40%,kvB<=16k,kp<=512,-0.003,2
16,n<=64,sr<=40%,kvB<=16k,kp<=8k,0.0344,2
16,n<=64,sr<=40%,kvB<=16k,kp=0,-0.0036,2
16,n<=64,sr<=40%,kvB<=1k,kp<=1k,0.0666,2
16,n<=64,sr<=40%,kvB<=1k,kp<=2k,0.0806,2
16,n<=64,sr<=40%,kvB<=1k,kp<=4k,0.059,2
16,n<=64,sr<=40%,kvB<=1k,kp<=512,0.0698,2
16,n<=64,sr<=40%,kvB<=1k,kp<=8k,0.0915,2
16,n<=64,sr<=40%,kvB<=1k,kp=0,0.1396,2
16,n<=64,sr<=40%,kvB<=4k,kp<=1k,-0.0142,2
16,n<=64,sr<=40%,kvB<=4k,kp<=2k,0.0272,2
16,n<=64,sr<=40%,kvB<=4k,kp<=4k,0.024,2
16,n<=64,sr<=40%,kvB<=4k,kp<=512,-0.0162,2
16,n<=64,sr<=40%,kvB<=4k,kp<=8k,0.0278,2
16,n<=64,sr<=40%,kvB<=4k,kp=0,-0.0189,2
16,n<=64,sr<=5%,kvB<=16k,kp<=1k,0.0209,6
16,n<=64,sr<=5%,kvB<=16k,kp<=2k,0.0206,6
16,n<=64,sr<=5%,kvB<=16k,kp<=4k,0.0209,6
16,n<=64,sr<=5%,kvB<=16k,kp<=512,0.0208,6
16,n<=64,sr<=5%,kvB<=16k,kp<=8k,0.0242,6
16,n<=64,sr<=5%,kvB<=16k,kp=0,0.023,6
16,n<=64,sr<=5%,kvB<=1k,kp<=1k,0.0635,6
16,n<=64,sr<=5%,kvB<=1k,kp<=2k,0.0624,6
16,n<=64,sr<=5%,kvB<=1k,kp<=4k,0.0329,6
16,n<=64,sr<=5%,kvB<=1k,kp<=512,0.0577,6
16,n<=64,sr<=5%,kvB<=1k,kp<=8k,-0.0062,6
16,n<=64,sr<=5%,kvB<=1k,kp=0,0.119,6
16,n<=64,sr<=5%,kvB<=4k,kp<=1k,0.0412,6
16,n<=64,sr<=5%,kvB<=4k,kp<=2k,0.0458,6
16,n<=64,sr<=5%,kvB<=4k,kp<=4k,0.0452,6
16,n<=64,sr<=5%,kvB<=4k,kp<=512,0.0352,6
16,n<=64,sr<=5%,kvB<=4k,kp<=8k,0.0203,6
16,n<=64,sr<=5%,kvB<=4k,kp=0,0.0307,6
16,n<=64,sr<=70%,kvB<=16k,kp<=1k,-0.0067,2
16,n<=64,sr<=70%,kvB<=16k,kp<=2k,-0.0057,2
16,n<=64,sr<=70%,kvB<=16k,kp<=4k,0.0116,2
16,n<=64,sr<=70%,kvB<=16k,kp<=512,-0.0068,2
16,n<=64,sr<=70%,kvB<=16k,kp<=8k,0.0764,2
16,n<=64,sr<=70%,kvB<=16k,kp=0,-0.0048,2
16,n<=64,sr<=70%,kvB<=1k,kp<=1k,0.1302,2
16,n<=64,sr<=70%,kvB<=1k,kp<=2k,0.2904,2
16,n<=64,sr<=70%,kvB<=1k,kp<=4k,0.1048,2
16,n<=64,sr<=70%,kvB<=1k,kp<=512,0.1108,2
16,n<=64,sr<=70%,kvB<=1k,kp<=8k,-0.0648,2
16,n<=64,sr<=70%,kvB<=1k,kp=0,0.0923,2
16,n<=64,sr<=70%,kvB<=4k,kp<=1k,-0.0029,2
16,n<=64,sr<=70%,kvB<=4k,kp<=2k,0.0668,2
16,n<=64,sr<=70%,kvB<=4k,kp<=4k,0.0984,2
16,n<=64,sr<=70%,kvB<=4k,kp<=512,-0.0252,2
16,n<=64,sr<=70%,kvB<=4k,kp<=8k,0.0895,2
16,n<=64,sr<=70%,kvB<=4k,kp=0,-0.0272,2
16,n<=64,sr>70%,kvB<=16k,kp<=1k,-0.0063,4
16,n<=64,sr>70%,kvB<=16k,kp<=2k,-0.0227,4
16,n<=64,sr>70%,kvB<=16k,kp<=4k,0.0138,4
16,n<=64,sr>70%,kvB<=16k,kp<=512,-0.0254,4
16,n<=64,sr>70%,kvB<=16k,kp<=8k,0.1512,4
16,n<=64,sr>70%,kvB<=16k,kp=0,-0.0252,4
