instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL
1,5,meta-llama/Llama-3.1-8B,2048,32,2000000,1146535776,1144535776,502154754,554207154,19042858,"[46942608, 48996401, 47248049, 49289041, 51484785, 30482624, 12719357, 12719901, 12723172, 12720957, 12721469, 12722013, 12722525, 12723069, 12723581, 12724093, 12724637, 12725149, 12725693, 12726205, 12726749, 12727293, 12727805, 12728317, 12728861, 12729373, 12729917, 12730429, 11977639, 11978183, 11978727]"
1,9,meta-llama/Llama-3.1-8B,64,32,4000000,1146535776,1142535776,500154754,552207154,19042858,"[46942608, 48996401, 47248049, 49289041, 51484785, 30482624, 12719357, 12719901, 12723172, 12720957, 12721469, 12722013, 12722525, 12723069, 12723581, 12724093, 12724637, 12725149, 12725693, 12726205, 12726749, 12727293, 12727805, 12728317, 12728861, 12729373, 12729917, 12730429, 11977639, 11978183, 11978727]"
1,13,meta-llama/Llama-3.1-8B,256,32,6000000,1146535776,1140535776,498154754,550207154,19042858,"[46942608, 48996401, 47248049, 49289041, 51484785, 30482624, 12719357, 12719901, 12723172, 12720957, 12721469, 12722013, 12722525, 12723069, 12723581, 12724093, 12724637, 12725149, 12725693, 12726205, 12726749, 12727293, 12727805, 12728317, 12728861, 12729373, 12729917, 12730429, 11977639, 11978183, 11978727]"
1,17,meta-llama/Llama-3.1-8B,128,32,8000000,1146535776,1138535776,496154754,548207154,19042858,"[46942608, 48996401, 47248049, 49289041, 51484785, 30482624, 12719357, 12719901, 12723172, 12720957, 12721469, 12722013, 12722525, 12723069, 12723581, 12724093, 12724637, 12725149, 12725693, 12726205, 12726749, 12727293, 12727805, 12728317, 12728861, 12729373, 12729917, 12730429, 11977639, 11978183, 11978727]"
1,21,meta-llama/Llama-3.1-8B,2048,32,10000000,1170274168,1160274168,593149762,642146163,16713806,"[47248049, 49289041, 51484785, 30482624, 12719357, 12719901, 12723172, 12720957, 12721469, 12722013, 12722525, 12723069, 12723581, 12724093, 12724637, 12725149, 12725693, 12726205, 12726749, 12727293, 12727805, 12728317, 12728861, 12729373, 12729917, 12730429, 11977639, 11978183, 11978727, 11869116, 11869276]"
1,25,meta-llama/Llama-3.1-8B,4096,32,12000000,1217287332,1205287332,788168038,818650662,12472150,"[12719357, 12719901, 12723172, 12720957, 12721469, 12722013, 12722525, 12723069, 12723581, 12724093, 12724637, 12725149, 12725693, 12726205, 12726749, 12727293, 12727805, 12728317, 12728861, 12729373, 12729917, 12730429, 11977639, 11978183, 11978727, 11869116, 11869276, 11753099, 11753227, 11753355, 11753483]"
2,2,meta-llama/Llama-3.1-8B,128,32,1000000,844405895,843405895,57398,12784131,26794250,"[85045920, 95500928, 99892374, 87253974, 95295447, 60647367, 12260853, 12254767, 12255695, 12256623, 12257551, 12258447, 12616452, 12260311, 12261231, 12262127, 12263055, 12263983, 12264879, 12265807, 12266703, 12267631, 12268527, 12269455, 12270351, 12271279, 12272175, 12273103, 12273999, 12274927, 12275823]"
2,6,meta-llama/Llama-3.1-8B,512,32,3000000,856615329,853615329,10784131,95830051,24444686,"[95500928, 99892374, 87253974, 95295447, 60647367, 12260853, 12254767, 12255695, 12256623, 12257551, 12258447, 12616452, 12260311, 12261231, 12262127, 12263055, 12263983, 12264879, 12265807, 12266703, 12267631, 12268527, 12269455, 12270351, 12271279, 12272175, 12273103, 12273999, 12274927, 12275823, 12209434]"
2,10,meta-llama/Llama-3.1-8B,4096,32,5000000,881004417,876004417,189330979,289223353,18928421,"[87253974, 95295447, 60647367, 12260853, 12254767, 12255695, 12256623, 12257551, 12258447, 12616452, 12260311, 12261231, 12262127, 12263055, 12263983, 12264879, 12265807, 12266703, 12267631, 12268527, 12269455, 12270351, 12271279, 12272175, 12273103, 12273999, 12274927, 12275823, 12209434, 12190749, 12198339]"
2,14,meta-llama/Llama-3.1-8B,1024,32,7000000,881004417,874004417,187330979,287223353,18928421,"[87253974, 95295447, 60647367, 12260853, 12254767, 12255695, 12256623, 12257551, 12258447, 12616452, 12260311, 12261231, 12262127, 12263055, 12263983, 12264879, 12265807, 12266703, 12267631, 12268527, 12269455, 12270351, 12271279, 12272175, 12273103, 12273999, 12274927, 12275823, 12209434, 12190749, 12198339]"
2,18,meta-llama/Llama-3.1-8B,256,32,9000000,881004417,872004417,185330979,285223353,18928421,"[87253974, 95295447, 60647367, 12260853, 12254767, 12255695, 12256623, 12257551, 12258447, 12616452, 12260311, 12261231, 12262127, 12263055, 12263983, 12264879, 12265807, 12266703, 12267631, 12268527, 12269455, 12270351, 12271279, 12272175, 12273103, 12273999, 12274927, 12275823, 12209434, 12190749, 12198339]"
2,22,meta-llama/Llama-3.1-8B,4096,32,11000000,904326031,893326031,370477327,465772774,13792040,"[60647367, 12260853, 12254767, 12255695, 12256623, 12257551, 12258447, 12616452, 12260311, 12261231, 12262127, 12263055, 12263983, 12264879, 12265807, 12266703, 12267631, 12268527, 12269455, 12270351, 12271279, 12272175, 12273103, 12273999, 12274927, 12275823, 12209434, 12190749, 12198339, 11660615, 11660999]"
2,27,meta-llama/Llama-3.1-8B,1024,32,13000000,915763725,902763725,463772774,524420141,12204631,"[12260853, 12254767, 12255695, 12256623, 12257551, 12258447, 12616452, 12260311, 12261231, 12262127, 12263055, 12263983, 12264879, 12265807, 12266703, 12267631, 12268527, 12269455, 12270351, 12271279, 12272175, 12273103, 12273999, 12274927, 12275823, 12209434, 12190749, 12198339, 11660615, 11660999, 11437694]"
2,28,meta-llama/Llama-3.1-8B,512,32,14000000,915763725,901763725,462772774,523420141,12204631,"[12260853, 12254767, 12255695, 12256623, 12257551, 12258447, 12616452, 12260311, 12261231, 12262127, 12263055, 12263983, 12264879, 12265807, 12266703, 12267631, 12268527, 12269455, 12270351, 12271279, 12272175, 12273103, 12273999, 12274927, 12275823, 12209434, 12190749, 12198339, 11660615, 11660999, 11437694]"
2,31,meta-llama/Llama-3.1-8B,64,32,15000000,915763725,900763725,461772774,522420141,12204631,"[12260853, 12254767, 12255695, 12256623, 12257551, 12258447, 12616452, 12260311, 12261231, 12262127, 12263055, 12263983, 12264879, 12265807, 12266703, 12267631, 12268527, 12269455, 12270351, 12271279, 12272175, 12273103, 12273999, 12274927, 12275823, 12209434, 12190749, 12198339, 11660615, 11660999, 11437694]"
3,3,meta-llama/Llama-3.1-8B,4096,32,1000000,788743154,787743154,57398,101934243,22122868,"[102317687, 113579351, 117509883, 12548221, 12548797, 12549405, 12550013, 12550621, 12551229, 12551837, 13235868, 12553021, 12553629, 12554237, 12554845, 12555421, 12556029, 12556637, 12557245, 12557821, 12558429, 12559037, 12559613, 12560221, 12560829, 12561437, 12562013, 12562621, 12563229, 12563805, 12705880]"
3,7,meta-llama/Llama-3.1-8B,1024,32,3000000,800912065,797912065,99934243,202251930,19214843,"[113579351, 117509883, 12548221, 12548797, 12549405, 12550013, 12550621, 12551229, 12551837, 13235868, 12553021, 12553629, 12554237, 12554845, 12555421, 12556029, 12556637, 12557245, 12557821, 12558429, 12559037, 12559613, 12560221, 12560829, 12561437, 12562013, 12562621, 12563229, 12563805, 12705880, 12168911]"
3,11,meta-llama/Llama-3.1-8B,128,32,5000000,800912065,795912065,97934243,200251930,19214843,"[113579351, 117509883, 12548221, 12548797, 12549405, 12550013, 12550621, 12551229, 12551837, 13235868, 12553021, 12553629, 12554237, 12554845, 12555421, 12556029, 12556637, 12557245, 12557821, 12558429, 12559037, 12559613, 12560221, 12560829, 12561437, 12562013, 12562621, 12563229, 12563805, 12705880, 12168911]"
3,15,meta-llama/Llama-3.1-8B,512,32,7000000,800912065,793912065,95934243,198251930,19214843,"[113579351, 117509883, 12548221, 12548797, 12549405, 12550013, 12550621, 12551229, 12551837, 13235868, 12553021, 12553629, 12554237, 12554845, 12555421, 12556029, 12556637, 12557245, 12557821, 12558429, 12559037, 12559613, 12560221, 12560829, 12561437, 12562013, 12562621, 12563229, 12563805, 12705880, 12168911]"
3,19,meta-llama/Llama-3.1-8B,512,32,9000000,800912065,791912065,93934243,196251930,19214843,"[113579351, 117509883, 12548221, 12548797, 12549405, 12550013, 12550621, 12551229, 12551837, 13235868, 12553021, 12553629, 12554237, 12554845, 12555421, 12556029, 12556637, 12557245, 12557821, 12558429, 12559037, 12559613, 12560221, 12560829, 12561437, 12562013, 12562621, 12563229, 12563805, 12705880, 12168911]"
3,23,meta-llama/Llama-3.1-8B,8192,32,11000000,825086553,814086553,307831281,425341164,12540173,"[12548221, 12548797, 12549405, 12550013, 12550621, 12551229, 12551837, 13235868, 12553021, 12553629, 12554237, 12554845, 12555421, 12556029, 12556637, 12557245, 12557821, 12558429, 12559037, 12559613, 12560221, 12560829, 12561437, 12562013, 12562621, 12563229, 12563805, 12705880, 12168911, 12087132, 12087356]"
3,29,meta-llama/Llama-3.1-8B,256,32,14000000,825086553,811086553,304831281,422341164,12540173,"[12548221, 12548797, 12549405, 12550013, 12550621, 12551229, 12551837, 13235868, 12553021, 12553629, 12554237, 12554845, 12555421, 12556029, 12556637, 12557245, 12557821, 12558429, 12559037, 12559613, 12560221, 12560829, 12561437, 12562013, 12562621, 12563229, 12563805, 12705880, 12168911, 12087132, 12087356]"
